,unique_id,name,origin,destination,departure time,arrival time,duration,stops,price,dis_from_origin,dis_from_dest,departure_dt,departure_seconds,arrival_dt,arrival_seconds,duration_min,meets_requirements
227,ORD_LGA101,American,ORD,LGA,"8:32 PM on Sat, Oct 11","6:17 PM on Sun, Oct 12",20 hr 45 min,1,637,0.2460643477547049,10.368604166113755,1900-10-11 20:32:00,3529920.0,1900-10-12 18:17:00,3608220.0,1245,0
228,ORD_LGA102,American,ORD,LGA,"7:05 AM on Sat, Oct 11","3:00 PM on Sat, Oct 11",6 hr 55 min,1,642,0.2460643477547049,10.368604166113755,1900-10-11 07:05:00,3481500.0,1900-10-11 15:00:00,3510000.0,415,0
229,ORD_LGA103,American,ORD,LGA,"6:36 PM on Sat, Oct 11","9:03 AM on Sun, Oct 12",13 hr 27 min,1,655,0.2460643477547049,10.368604166113755,1900-10-11 18:36:00,3522960.0,1900-10-12 09:03:00,3574980.0,807,0
230,ORD_LGA104,American,ORD,LGA,"8:44 PM on Sat, Oct 11","9:03 AM on Sun, Oct 12",11 hr 19 min,1,655,0.2460643477547049,10.368604166113755,1900-10-11 20:44:00,3530640.0,1900-10-12 09:03:00,3574980.0,679,0
231,ORD_LGA105,American,ORD,LGA,"8:44 PM on Sat, Oct 11","11:09 AM on Sun, Oct 12",13 hr 25 min,1,655,0.2460643477547049,10.368604166113755,1900-10-11 20:44:00,3530640.0,1900-10-12 11:09:00,3582540.0,805,0
232,ORD_LGA106,American,ORD,LGA,"8:44 PM on Sat, Oct 11","1:29 PM on Sun, Oct 12",15 hr 45 min,1,655,0.2460643477547049,10.368604166113755,1900-10-11 20:44:00,3530640.0,1900-10-12 13:29:00,3590940.0,945,0
233,ORD_LGA107,American,ORD,LGA,"8:44 PM on Sat, Oct 11","4:17 PM on Sun, Oct 12",18 hr 33 min,1,655,0.2460643477547049,10.368604166113755,1900-10-11 20:44:00,3530640.0,1900-10-12 16:17:00,3601020.0,1113,0
234,ORD_LGA108,American,ORD,LGA,"8:44 PM on Sat, Oct 11","5:29 PM on Sun, Oct 12",19 hr 45 min,1,655,0.2460643477547049,10.368604166113755,1900-10-11 20:44:00,3530640.0,1900-10-12 17:29:00,3605340.0,1185,0
235,ORD_LGA109,American,ORD,LGA,"6:16 PM on Sat, Oct 11","12:00 PM on Sun, Oct 12",16 hr 44 min,1,673,0.2460643477547049,10.368604166113755,1900-10-11 18:16:00,3521760.0,1900-10-12 12:00:00,3585600.0,1004,0
236,ORD_LGA110,American,ORD,LGA,"7:01 PM on Sat, Oct 11","12:00 PM on Sun, Oct 12",15 hr 59 min,1,673,0.2460643477547049,10.368604166113755,1900-10-11 19:01:00,3524460.0,1900-10-12 12:00:00,3585600.0,959,0
237,ORD_LGA111,American,ORD,LGA,"9:45 PM on Sat, Oct 11","12:59 PM on Sun, Oct 12",14 hr 14 min,1,673,0.2460643477547049,10.368604166113755,1900-10-11 21:45:00,3534300.0,1900-10-12 12:59:00,3589140.0,854,0
238,ORD_LGA112,American,ORD,LGA,"2:36 PM on Sat, Oct 11","7:46 AM on Sun, Oct 12",16 hr 10 min,1,674,0.2460643477547049,10.368604166113755,1900-10-11 14:36:00,3508560.0,1900-10-12 07:46:00,3570360.0,970,0
239,ORD_LGA113,American,ORD,LGA,"4:58 PM on Sat, Oct 11","7:46 AM on Sun, Oct 12",13 hr 48 min,1,674,0.2460643477547049,10.368604166113755,1900-10-11 16:58:00,3517080.0,1900-10-12 07:46:00,3570360.0,828,0
240,ORD_LGA114,American,ORD,LGA,"6:45 PM on Sat, Oct 11","7:46 AM on Sun, Oct 12",12 hr 1 min,1,674,0.2460643477547049,10.368604166113755,1900-10-11 18:45:00,3523500.0,1900-10-12 07:46:00,3570360.0,721,0
241,ORD_LGA115,American,ORD,LGA,"8:49 PM on Sat, Oct 11","7:46 AM on Sun, Oct 12",9 hr 57 min,1,674,0.2460643477547049,10.368604166113755,1900-10-11 20:49:00,3530940.0,1900-10-12 07:46:00,3570360.0,597,0
242,ORD_LGA116,American,ORD,LGA,"6:36 PM on Sat, Oct 11","7:46 AM on Sun, Oct 12",12 hr 10 min,2,683,0.2460643477547049,10.368604166113755,1900-10-11 18:36:00,3522960.0,1900-10-12 07:46:00,3570360.0,730,0
243,ORD_LGA117,American,ORD,LGA,"9:45 PM on Sat, Oct 11","12:00 PM on Sun, Oct 12",13 hr 15 min,1,741,0.2460643477547049,10.368604166113755,1900-10-11 21:45:00,3534300.0,1900-10-12 12:00:00,3585600.0,795,0
244,ORD_LGA118,American,ORD,LGA,"9:45 PM on Sat, Oct 11","1:59 PM on Sun, Oct 12",15 hr 14 min,1,741,0.2460643477547049,10.368604166113755,1900-10-11 21:45:00,3534300.0,1900-10-12 13:59:00,3592740.0,914,0
245,ORD_LGA119,American,ORD,LGA,"9:40 PM on Sat, Oct 11","9:53 AM on Sun, Oct 12",11 hr 13 min,1,777,0.2460643477547049,10.368604166113755,1900-10-11 21:40:00,3534000.0,1900-10-12 09:53:00,3577980.0,673,0
246,ORD_LGA120,American,ORD,LGA,"8:50 PM on Sat, Oct 11","1:05 PM on Sun, Oct 12",15 hr 15 min,1,810,0.2460643477547049,10.368604166113755,1900-10-11 20:50:00,3531000.0,1900-10-12 13:05:00,3589500.0,915,0
247,ORD_LGA121,American,ORD,LGA,"7:32 PM on Sat, Oct 11","8:02 AM on Sun, Oct 12",11 hr 30 min,1,827,0.2460643477547049,10.368604166113755,1900-10-11 19:32:00,3526320.0,1900-10-12 08:02:00,3571320.0,690,0
248,ORD_LGA122,American,ORD,LGA,"6:47 PM on Sat, Oct 11","4:23 PM on Sun, Oct 12",20 hr 36 min,1,832,0.2460643477547049,10.368604166113755,1900-10-11 18:47:00,3523620.0,1900-10-12 16:23:00,3601380.0,1236,0
249,ORD_LGA123,American,ORD,LGA,"8:50 PM on Sat, Oct 11","4:23 PM on Sun, Oct 12",18 hr 33 min,1,832,0.2460643477547049,10.368604166113755,1900-10-11 20:50:00,3531000.0,1900-10-12 16:23:00,3601380.0,1113,0
250,ORD_LGA124,American,ORD,LGA,"6:07 AM on Sat, Oct 11","11:26 AM on Sat, Oct 11",4 hr 19 min,1,860,0.2460643477547049,10.368604166113755,1900-10-11 06:07:00,3478020.0,1900-10-11 11:26:00,3497160.0,259,0
251,ORD_LGA125,American,ORD,LGA,"5:17 PM on Sat, Oct 11","12:00 PM on Sun, Oct 12",17 hr 43 min,1,863,0.2460643477547049,10.368604166113755,1900-10-11 17:17:00,3518220.0,1900-10-12 12:00:00,3585600.0,1063,0
252,ORD_LGA126,American,ORD,LGA,"6:16 PM on Sat, Oct 11","12:59 PM on Sun, Oct 12",17 hr 43 min,1,863,0.2460643477547049,10.368604166113755,1900-10-11 18:16:00,3521760.0,1900-10-12 12:59:00,3589140.0,1063,0
253,ORD_LGA127,American,ORD,LGA,"7:01 PM on Sat, Oct 11","12:59 PM on Sun, Oct 12",16 hr 58 min,1,863,0.2460643477547049,10.368604166113755,1900-10-11 19:01:00,3524460.0,1900-10-12 12:59:00,3589140.0,1018,0
254,ORD_LGA128,American,ORD,LGA,"8:50 PM on Sat, Oct 11","6:29 PM on Sun, Oct 12",20 hr 39 min,1,871,0.2460643477547049,10.368604166113755,1900-10-11 20:50:00,3531000.0,1900-10-12 18:29:00,3608940.0,1239,0
255,ORD_LGA129,American,ORD,LGA,"8:35 PM on Sat, Oct 11","12:00 PM on Sun, Oct 12",14 hr 25 min,1,894,0.2460643477547049,10.368604166113755,1900-10-11 20:35:00,3530100.0,1900-10-12 12:00:00,3585600.0,865,0
256,ORD_LGA130,American,ORD,LGA,"8:35 PM on Sat, Oct 11","4:48 PM on Sun, Oct 12",19 hr 13 min,1,894,0.2460643477547049,10.368604166113755,1900-10-11 20:35:00,3530100.0,1900-10-12 16:48:00,3602880.0,1153,0
257,ORD_LGA131,American,ORD,LGA,"10:05 PM on Sat, Oct 11","10:29 AM on Sun, Oct 12",11 hr 24 min,1,897,0.2460643477547049,10.368604166113755,1900-10-11 22:05:00,3535500.0,1900-10-12 10:29:00,3580140.0,684,0
258,ORD_LGA132,American,ORD,LGA,"8:25 PM on Sat, Oct 11","8:02 AM on Sun, Oct 12",10 hr 37 min,1,913,0.2460643477547049,10.368604166113755,1900-10-11 20:25:00,3529500.0,1900-10-12 08:02:00,3571320.0,637,0
259,ORD_LGA133,American,ORD,LGA,"9:55 PM on Sat, Oct 11","9:03 AM on Sun, Oct 12",10 hr 8 min,1,928,0.2460643477547049,10.368604166113755,1900-10-11 21:55:00,3534900.0,1900-10-12 09:03:00,3574980.0,608,0
260,ORD_LGA134,Delta,ORD,LGA,"10:30 AM on Sat, Oct 11","5:39 PM on Sat, Oct 11",6 hr 9 min,1,946,0.2460643477547049,10.368604166113755,1900-10-11 10:30:00,3493800.0,1900-10-11 17:39:00,3519540.0,369,0
261,ORD_LGA135,Delta,ORD,LGA,"4:56 PM on Sat, Oct 11","11:07 PM on Sat, Oct 11",5 hr 11 min,1,946,0.2460643477547049,10.368604166113755,1900-10-11 16:56:00,3516960.0,1900-10-11 23:07:00,3539220.0,311,0
262,ORD_LGA136,American,ORD,LGA,"6:05 AM on Sat, Oct 11","11:44 AM on Sat, Oct 11",4 hr 39 min,1,980,0.2460643477547049,10.368604166113755,1900-10-11 06:05:00,3477900.0,1900-10-11 11:44:00,3498240.0,279,0
263,ORD_LGA137,Delta,ORD,LGA,"7:10 AM on Sat, Oct 11","11:50 AM on Sat, Oct 11",3 hr 40 min,1,1117,0.2460643477547049,10.368604166113755,1900-10-11 07:10:00,3481800.0,1900-10-11 11:50:00,3498600.0,220,0
264,ORD_LGA138,Delta,ORD,LGA,"5:20 AM on Sat, Oct 11","11:44 AM on Sat, Oct 11",5 hr 24 min,1,1254,0.2460643477547049,10.368604166113755,1900-10-11 05:20:00,3475200.0,1900-10-11 11:44:00,3498240.0,324,0
265,ORD_EWR0,United,ORD,EWR,"5:05 PM on Sat, Oct 11","8:32 PM on Sat, Oct 11",2 hr 27 min,0,144,0.2460643477547049,20.703705626728063,1900-10-11 17:05:00,3517500.0,1900-10-11 20:32:00,3529920.0,147,1
266,ORD_EWR1,American,ORD,EWR,"7:00 PM on Sat, Oct 11","10:29 PM on Sat, Oct 11",2 hr 29 min,0,144,0.2460643477547049,20.703705626728063,1900-10-11 19:00:00,3524400.0,1900-10-11 22:29:00,3536940.0,149,1
267,ORD_EWR2,American,ORD,EWR,"8:35 PM on Sat, Oct 11","11:59 PM on Sat, Oct 11",2 hr 24 min,0,144,0.2460643477547049,20.703705626728063,1900-10-11 20:35:00,3530100.0,1900-10-11 23:59:00,3542340.0,144,1
268,ORD_EWR3,Frontier,ORD,EWR,"5:45 PM on Sat, Oct 11","1:06 AM on Sun, Oct 12",6 hr 21 min,1,124,0.2460643477547049,20.703705626728063,1900-10-11 17:45:00,3519900.0,1900-10-12 01:06:00,3546360.0,381,1
269,ORD_EWR4,Spirit,ORD,EWR,"6:00 AM on Sat, Oct 11","3:22 PM on Sat, Oct 11",8 hr 22 min,1,139,0.2460643477547049,20.703705626728063,1900-10-11 06:00:00,3477600.0,1900-10-11 15:22:00,3511320.0,502,1
270,ORD_EWR5,Spirit,ORD,EWR,"6:58 PM on Sat, Oct 11","9:05 AM on Sun, Oct 12",13 hr 7 min,1,139,0.2460643477547049,20.703705626728063,1900-10-11 18:58:00,3524280.0,1900-10-12 09:05:00,3575100.0,787,1
271,ORD_EWR6,United,ORD,EWR,"7:10 AM on Sat, Oct 11","10:27 AM on Sat, Oct 11",2 hr 17 min,0,144,0.2460643477547049,20.703705626728063,1900-10-11 07:10:00,3481800.0,1900-10-11 10:27:00,3493620.0,137,1
272,ORD_EWR7,United,ORD,EWR,"7:35 PM on Sat, Oct 11","10:59 PM on Sat, Oct 11",2 hr 24 min,0,144,0.2460643477547049,20.703705626728063,1900-10-11 19:35:00,3526500.0,1900-10-11 22:59:00,3538740.0,144,1
273,ORD_EWR8,Delta,ORD,EWR,"1:18 PM on Sat, Oct 11","9:07 PM on Sat, Oct 11",6 hr 49 min,1,169,0.2460643477547049,20.703705626728063,1900-10-11 13:18:00,3503880.0,1900-10-11 21:07:00,3532020.0,409,1
274,ORD_EWR9,Delta,ORD,EWR,"4:09 PM on Sat, Oct 11","11:56 PM on Sat, Oct 11",6 hr 47 min,1,169,0.2460643477547049,20.703705626728063,1900-10-11 16:09:00,3514140.0,1900-10-11 23:56:00,3542160.0,407,1
275,ORD_EWR10,United,ORD,EWR,"6:05 PM on Sat, Oct 11","9:33 PM on Sat, Oct 11",2 hr 28 min,0,171,0.2460643477547049,20.703705626728063,1900-10-11 18:05:00,3521100.0,1900-10-11 21:33:00,3533580.0,148,1
276,ORD_EWR11,United,ORD,EWR,"6:00 AM on Sat, Oct 11","9:15 AM on Sat, Oct 11",2 hr 15 min,0,173,0.2460643477547049,20.703705626728063,1900-10-11 06:00:00,3477600.0,1900-10-11 09:15:00,3489300.0,135,1
277,ORD_EWR12,Spirit,ORD,EWR,"11:55 AM on Sat, Oct 11","11:29 PM on Sat, Oct 11",10 hr 34 min,1,183,0.2460643477547049,20.703705626728063,1900-10-11 11:55:00,3498900.0,1900-10-11 23:29:00,3540540.0,634,1
278,ORD_EWR13,Spirit,ORD,EWR,"7:43 PM on Sat, Oct 11","9:00 AM on Sun, Oct 12",12 hr 17 min,1,218,0.2460643477547049,20.703705626728063,1900-10-11 19:43:00,3526980.0,1900-10-12 09:00:00,3574800.0,737,1
279,ORD_EWR14,Delta,ORD,EWR,"4:56 PM on Sat, Oct 11","11:10 PM on Sat, Oct 11",5 hr 14 min,1,220,0.2460643477547049,20.703705626728063,1900-10-11 16:56:00,3516960.0,1900-10-11 23:10:00,3539400.0,314,1
280,ORD_EWR15,United,ORD,EWR,"9:20 PM on Sat, Oct 11","12:07 PM on Sun, Oct 12",13 hr 47 min,1,227,0.2460643477547049,20.703705626728063,1900-10-11 21:20:00,3532800.0,1900-10-12 12:07:00,3586020.0,827,1
281,ORD_EWR16,American,ORD,EWR,"4:56 PM on Sat, Oct 11","10:44 PM on Sat, Oct 11",4 hr 48 min,1,227,0.2460643477547049,20.703705626728063,1900-10-11 16:56:00,3516960.0,1900-10-11 22:44:00,3537840.0,288,1
282,ORD_EWR17,United,ORD,EWR,"4:05 PM on Sat, Oct 11","7:32 PM on Sat, Oct 11",2 hr 27 min,0,241,0.2460643477547049,20.703705626728063,1900-10-11 16:05:00,3513900.0,1900-10-11 19:32:00,3526320.0,147,1
283,ORD_EWR18,American,ORD,EWR,"5:20 AM on Sat, Oct 11","12:35 PM on Sat, Oct 11",6 hr 15 min,1,260,0.2460643477547049,20.703705626728063,1900-10-11 05:20:00,3475200.0,1900-10-11 12:35:00,3501300.0,375,1
284,ORD_EWR19,United,ORD,EWR,"9:20 PM on Sat, Oct 11","1:29 PM on Sun, Oct 12",15 hr 9 min,1,270,0.2460643477547049,20.703705626728063,1900-10-11 21:20:00,3532800.0,1900-10-12 13:29:00,3590940.0,909,1
285,ORD_EWR20,American,ORD,EWR,"7:04 AM on Sat, Oct 11","10:20 AM on Sat, Oct 11",2 hr 16 min,0,281,0.2460643477547049,20.703705626728063,1900-10-11 07:04:00,3481440.0,1900-10-11 10:20:00,3493200.0,136,1
286,ORD_EWR21,American,ORD,EWR,"10:29 AM on Sat, Oct 11","1:38 PM on Sat, Oct 11",2 hr 9 min,0,281,0.2460643477547049,20.703705626728063,1900-10-11 10:29:00,3493740.0,1900-10-11 13:38:00,3505080.0,129,1
287,ORD_EWR22,United,ORD,EWR,"2:35 PM on Sat, Oct 11","6:02 PM on Sat, Oct 11",2 hr 27 min,0,291,0.2460643477547049,20.703705626728063,1900-10-11 14:35:00,3508500.0,1900-10-11 18:02:00,3520920.0,147,1
288,ORD_EWR23,United,ORD,EWR,"10:38 AM on Sat, Oct 11","10:31 PM on Sat, Oct 11",10 hr 53 min,1,297,0.2460643477547049,20.703705626728063,1900-10-11 10:38:00,3494280.0,1900-10-11 22:31:00,3537060.0,653,1
289,ORD_EWR24,United,ORD,EWR,"11:09 AM on Sat, Oct 11","9:59 PM on Sat, Oct 11",9 hr 50 min,1,297,0.2460643477547049,20.703705626728063,1900-10-11 11:09:00,3496140.0,1900-10-11 21:59:00,3535140.0,590,1
290,ORD_EWR25,Delta,ORD,EWR,"6:45 AM on Sat, Oct 11","2:46 PM on Sat, Oct 11",7 hr 1 min,1,297,0.2460643477547049,20.703705626728063,1900-10-11 06:45:00,3480300.0,1900-10-11 14:46:00,3509160.0,421,1
291,ORD_EWR26,American,ORD,EWR,"8:15 AM on Sat, Oct 11","4:39 PM on Sat, Oct 11",7 hr 24 min,1,297,0.2460643477547049,20.703705626728063,1900-10-11 08:15:00,3485700.0,1900-10-11 16:39:00,3515940.0,444,1
292,ORD_EWR27,American,ORD,EWR,"9:10 AM on Sat, Oct 11","4:39 PM on Sat, Oct 11",6 hr 29 min,1,297,0.2460643477547049,20.703705626728063,1900-10-11 09:10:00,3489000.0,1900-10-11 16:39:00,3515940.0,389,1
293,ORD_EWR28,Delta,ORD,EWR,"9:39 AM on Sat, Oct 11","6:08 PM on Sat, Oct 11",7 hr 29 min,1,297,0.2460643477547049,20.703705626728063,1900-10-11 09:39:00,3490740.0,1900-10-11 18:08:00,3521280.0,449,1
294,ORD_EWR29,Delta,ORD,EWR,"5:40 PM on Sat, Oct 11","11:32 PM on Sat, Oct 11",4 hr 52 min,1,297,0.2460643477547049,20.703705626728063,1900-10-11 17:40:00,3519600.0,1900-10-11 23:32:00,3540720.0,292,1
295,ORD_EWR30,United,ORD,EWR,"1:57 PM on Sat, Oct 11","8:41 AM on Sun, Oct 12",17 hr 44 min,1,314,0.2460643477547049,20.703705626728063,1900-10-11 13:57:00,3506220.0,1900-10-12 08:41:00,3573660.0,1064,1
296,ORD_EWR31,United,ORD,EWR,"6:20 PM on Sat, Oct 11","8:41 AM on Sun, Oct 12",13 hr 21 min,1,314,0.2460643477547049,20.703705626728063,1900-10-11 18:20:00,3522000.0,1900-10-12 08:41:00,3573660.0,801,1
297,ORD_EWR32,United,ORD,EWR,"7:15 AM on Sat, Oct 11","7:30 PM on Sat, Oct 11",11 hr 15 min,1,323,0.2460643477547049,20.703705626728063,1900-10-11 07:15:00,3482100.0,1900-10-11 19:30:00,3526200.0,675,1
298,ORD_EWR33,United,ORD,EWR,"10:50 AM on Sat, Oct 11","11:59 PM on Sat, Oct 11",12 hr 9 min,2,323,0.2460643477547049,20.703705626728063,1900-10-11 10:50:00,3495000.0,1900-10-11 23:59:00,3542340.0,729,1
299,ORD_EWR34,United,ORD,EWR,"9:20 PM on Sat, Oct 11","7:25 AM on Sun, Oct 12",9 hr 5 min,1,338,0.2460643477547049,20.703705626728063,1900-10-11 21:20:00,3532800.0,1900-10-12 07:25:00,3569100.0,545,1
300,ORD_EWR35,American,ORD,EWR,"12:52 PM on Sat, Oct 11","6:49 PM on Sat, Oct 11",4 hr 57 min,1,340,0.2460643477547049,20.703705626728063,1900-10-11 12:52:00,3502320.0,1900-10-11 18:49:00,3523740.0,297,1
301,ORD_EWR36,United,ORD,EWR,"7:10 AM on Sat, Oct 11","10:31 PM on Sat, Oct 11",14 hr 21 min,1,348,0.2460643477547049,20.703705626728063,1900-10-11 07:10:00,3481800.0,1900-10-11 22:31:00,3537060.0,861,1
302,ORD_EWR37,United,ORD,EWR,"8:45 AM on Sat, Oct 11","11:59 AM on Sat, Oct 11",2 hr 14 min,0,358,0.2460643477547049,20.703705626728063,1900-10-11 08:45:00,3487500.0,1900-10-11 11:59:00,3499140.0,134,1
303,ORD_EWR38,United,ORD,EWR,"12:00 PM on Sat, Oct 11","3:17 PM on Sat, Oct 11",2 hr 17 min,0,358,0.2460643477547049,20.703705626728063,1900-10-11 12:00:00,3499200.0,1900-10-11 15:17:00,3511020.0,137,1
304,ORD_EWR39,United,ORD,EWR,"6:15 PM on Sat, Oct 11","7:27 AM on Sun, Oct 12",12 hr 12 min,1,366,0.2460643477547049,20.703705626728063,1900-10-11 18:15:00,3521700.0,1900-10-12 07:27:00,3569220.0,732,1
305,ORD_EWR40,United,ORD,EWR,"6:15 PM on Sat, Oct 11","8:17 AM on Sun, Oct 12",13 hr 2 min,1,366,0.2460643477547049,20.703705626728063,1900-10-11 18:15:00,3521700.0,1900-10-12 08:17:00,3572220.0,782,1
306,ORD_EWR41,United,ORD,EWR,"6:15 PM on Sat, Oct 11","9:50 AM on Sun, Oct 12",14 hr 35 min,1,366,0.2460643477547049,20.703705626728063,1900-10-11 18:15:00,3521700.0,1900-10-12 09:50:00,3577800.0,875,1
307,ORD_EWR42,United,ORD,EWR,"6:15 PM on Sat, Oct 11","12:20 PM on Sun, Oct 12",17 hr 5 min,1,366,0.2460643477547049,20.703705626728063,1900-10-11 18:15:00,3521700.0,1900-10-12 12:20:00,3586800.0,1025,1
308,ORD_EWR43,United,ORD,EWR,"10:50 AM on Sat, Oct 11","9:30 PM on Sat, Oct 11",9 hr 40 min,1,372,0.2460643477547049,20.703705626728063,1900-10-11 10:50:00,3495000.0,1900-10-11 21:30:00,3533400.0,580,1
309,ORD_EWR44,Delta,ORD,EWR,"7:10 AM on Sat, Oct 11","12:12 PM on Sat, Oct 11",4 hr 2 min,1,375,0.2460643477547049,20.703705626728063,1900-10-11 07:10:00,3481800.0,1900-10-11 12:12:00,3499920.0,242,1
310,ORD_EWR45,Delta,ORD,EWR,"9:39 AM on Sat, Oct 11","5:00 PM on Sat, Oct 11",6 hr 21 min,1,375,0.2460643477547049,20.703705626728063,1900-10-11 09:39:00,3490740.0,1900-10-11 17:00:00,3517200.0,381,1
311,ORD_EWR46,Delta,ORD,EWR,"10:30 AM on Sat, Oct 11","4:00 PM on Sat, Oct 11",4 hr 30 min,1,375,0.2460643477547049,20.703705626728063,1900-10-11 10:30:00,3493800.0,1900-10-11 16:00:00,3513600.0,270,1
312,ORD_EWR47,Delta,ORD,EWR,"11:05 AM on Sat, Oct 11","5:57 PM on Sat, Oct 11",5 hr 52 min,1,375,0.2460643477547049,20.703705626728063,1900-10-11 11:05:00,3495900.0,1900-10-11 17:57:00,3520620.0,352,1
313,ORD_EWR48,Delta,ORD,EWR,"3:50 PM on Sat, Oct 11","11:32 PM on Sat, Oct 11",6 hr 42 min,1,375,0.2460643477547049,20.703705626728063,1900-10-11 15:50:00,3513000.0,1900-10-11 23:32:00,3540720.0,402,1
314,ORD_EWR49,United,ORD,EWR,"8:01 PM on Sat, Oct 11","9:50 AM on Sun, Oct 12",12 hr 49 min,2,381,0.2460643477547049,20.703705626728063,1900-10-11 20:01:00,3528060.0,1900-10-12 09:50:00,3577800.0,769,1
315,ORD_EWR50,United,ORD,EWR,"9:05 PM on Sat, Oct 11","9:50 AM on Sun, Oct 12",11 hr 45 min,2,381,0.2460643477547049,20.703705626728063,1900-10-11 21:05:00,3531900.0,1900-10-12 09:50:00,3577800.0,705,1
316,ORD_EWR51,Spirit,ORD,EWR,"5:05 AM on Sat, Oct 11","5:02 PM on Sat, Oct 11",10 hr 57 min,1,389,0.2460643477547049,20.703705626728063,1900-10-11 05:05:00,3474300.0,1900-10-11 17:02:00,3517320.0,657,1
317,ORD_EWR52,United,ORD,EWR,"1:15 PM on Sat, Oct 11","4:32 PM on Sat, Oct 11",2 hr 17 min,0,395,0.2460643477547049,20.703705626728063,1900-10-11 13:15:00,3503700.0,1900-10-11 16:32:00,3515520.0,137,1
318,ORD_EWR53,United,ORD,EWR,"6:00 AM on Sat, Oct 11","5:15 PM on Sat, Oct 11",10 hr 15 min,1,398,0.2460643477547049,20.703705626728063,1900-10-11 06:00:00,3477600.0,1900-10-11 17:15:00,3518100.0,615,1
319,ORD_EWR54,United,ORD,EWR,"6:00 AM on Sat, Oct 11","7:15 PM on Sat, Oct 11",12 hr 15 min,1,398,0.2460643477547049,20.703705626728063,1900-10-11 06:00:00,3477600.0,1900-10-11 19:15:00,3525300.0,735,1
320,ORD_EWR55,United,ORD,EWR,"7:13 AM on Sat, Oct 11","7:15 PM on Sat, Oct 11",11 hr 2 min,1,398,0.2460643477547049,20.703705626728063,1900-10-11 07:13:00,3481980.0,1900-10-11 19:15:00,3525300.0,662,1
321,ORD_EWR56,United,ORD,EWR,"7:10 AM on Sat, Oct 11","9:15 PM on Sat, Oct 11",13 hr 5 min,1,400,0.2460643477547049,20.703705626728063,1900-10-11 07:10:00,3481800.0,1900-10-11 21:15:00,3532500.0,785,1
322,ORD_EWR57,United,ORD,EWR,"7:10 AM on Sat, Oct 11","6:33 PM on Sat, Oct 11",10 hr 23 min,2,409,0.2460643477547049,20.703705626728063,1900-10-11 07:10:00,3481800.0,1900-10-11 18:33:00,3522780.0,623,0
323,ORD_EWR58,United,ORD,EWR,"7:30 AM on Sat, Oct 11","8:00 PM on Sat, Oct 11",11 hr 30 min,1,419,0.2460643477547049,20.703705626728063,1900-10-11 07:30:00,3483000.0,1900-10-11 20:00:00,3528000.0,690,0
324,ORD_EWR59,United,ORD,EWR,"7:30 AM on Sat, Oct 11","9:59 PM on Sat, Oct 11",13 hr 29 min,1,419,0.2460643477547049,20.703705626728063,1900-10-11 07:30:00,3483000.0,1900-10-11 21:59:00,3535140.0,809,0
325,ORD_EWR60,United,ORD,EWR,"5:58 PM on Sat, Oct 11","8:39 AM on Sun, Oct 12",13 hr 41 min,1,429,0.2460643477547049,20.703705626728063,1900-10-11 17:58:00,3520680.0,1900-10-12 08:39:00,3573540.0,821,0
326,ORD_EWR61,United,ORD,EWR,"5:58 PM on Sat, Oct 11","10:37 AM on Sun, Oct 12",15 hr 39 min,1,429,0.2460643477547049,20.703705626728063,1900-10-11 17:58:00,3520680.0,1900-10-12 10:37:00,3580620.0,939,0
327,ORD_EWR62,United,ORD,EWR,"5:58 PM on Sat, Oct 11","11:39 AM on Sun, Oct 12",16 hr 41 min,1,429,0.2460643477547049,20.703705626728063,1900-10-11 17:58:00,3520680.0,1900-10-12 11:39:00,3584340.0,1001,0
328,ORD_EWR63,Spirit,ORD,EWR,"5:05 AM on Sat, Oct 11","2:04 PM on Sat, Oct 11",7 hr 59 min,1,434,0.2460643477547049,20.703705626728063,1900-10-11 05:05:00,3474300.0,1900-10-11 14:04:00,3506640.0,479,0
329,ORD_EWR64,United,ORD,EWR,"1:55 PM on Sat, Oct 11","8:57 AM on Sun, Oct 12",18 hr 2 min,1,434,0.2460643477547049,20.703705626728063,1900-10-11 13:55:00,3506100.0,1900-10-12 08:57:00,3574620.0,1082,0
330,ORD_EWR65,United,ORD,EWR,"6:20 PM on Sat, Oct 11","8:57 AM on Sun, Oct 12",13 hr 37 min,1,434,0.2460643477547049,20.703705626728063,1900-10-11 18:20:00,3522000.0,1900-10-12 08:57:00,3574620.0,817,0
331,ORD_EWR66,United,ORD,EWR,"6:20 PM on Sat, Oct 11","1:13 PM on Sun, Oct 12",17 hr 53 min,1,434,0.2460643477547049,20.703705626728063,1900-10-11 18:20:00,3522000.0,1900-10-12 13:13:00,3589980.0,1073,0
332,ORD_EWR67,United,ORD,EWR,"9:20 PM on Sat, Oct 11","9:24 AM on Sun, Oct 12",11 hr 4 min,1,441,0.2460643477547049,20.703705626728063,1900-10-11 21:20:00,3532800.0,1900-10-12 09:24:00,3576240.0,664,0
333,ORD_EWR68,United,ORD,EWR,"6:00 AM on Sat, Oct 11","8:30 PM on Sat, Oct 11",13 hr 30 min,1,441,0.2460643477547049,20.703705626728063,1900-10-11 06:00:00,3477600.0,1900-10-11 20:30:00,3529800.0,810,0
334,ORD_EWR69,United,ORD,EWR,"1:30 PM on Sat, Oct 11","7:25 AM on Sun, Oct 12",16 hr 55 min,1,450,0.2460643477547049,20.703705626728063,1900-10-11 13:30:00,3504600.0,1900-10-12 07:25:00,3569100.0,1015,0
